STUDY_ID;MODEL_TYPE;CELL;CANCER_DISEASE;SITE;T0_cells;BASELINE_mL;AGE;SEX_1_female;BACKGROUND;STRAIN;EUTHANIZED;tf_days;N_mice;BASELINE_days;BASELINE_differential;FIG;HR;HR_LB;HR_UB;MedS;MedSD;MeanS;MeanSD;TREATMENT_1;TREATMENT_2;TREATMENT_3;TREATMENT_4;TREAT_START_1;TREAT_START_2;TREAT_START_3;TREAT_START_4;FREQ_1;FREQ_2;FREQ_3;FREQ_4;DOSE_1;DOSE_2;DOSE_3;DOSE_4;AGENT_1;AGENT_2;AGENT_3;AGENT_4;ROUTE_1;ROUTE_2;ROUTE_3;ROUTE_4;SIGNIFICANT
Guan_2018;SyMM;GL26cit;Glioblastoma;OT;0,04;ND;YOUNG;1;C57BL/6J;WT;OTHER;90;6;2;0;8b;;;;32;;;;NHE1i;Temozolomide;NA;NA;0;0;0;0;Q1Dx5;Q1Dx5;NA;NA;0,5;2,5;0;0;HOE642;Temozolomide;NA;NA;IP;IP;NA;NA;1
Guan_2018;SyMM;GL26cit;Glioblastoma;OT;0,04;ND;YOUNG;1;C57BL/6J;WT;OTHER;90;6;8;0;8b;;;;28,5;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;BE0146;NA;NA;NA;IP;NA;NA;NA;1
Guan_2018;SyMM;GL26cit;Glioblastoma;OT;0,04;ND;YOUNG;1;C57BL/6J;WT;OTHER;90;7;2;0;8b;;;;41;;;;antiPD1;NHE1i;Temozolomide;NA;6;0;0;0;Q2Dx3;Q1Dx5;Q1Dx5;NA;10;0,5;2,5;0;BE0146;HOE642;Temozolomide;NA;IP;IP;IP;NA;1
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;7;2;0;8c;;;;19;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;7;2;0;8c;;;;23;;;;Temozolomide;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;2,5;0;0;0;Temozolomide;NA;NA;NA;IP;NA;NA;NA;1
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;5;2;0;8c;;;;24;;;;NHE1i;NA;NA;NA;0;0;0;0;Q1Dx5;NA;NA;NA;0,5;0;0;0;HOE642;NA;NA;NA;IP;NA;NA;NA;1
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;7;2;0;8c;;;;29;;;;NHE1i;Temozolomide;NA;NA;0;0;0;0;Q1Dx5;Q1Dx5;NA;NA;0,5;2,5;0;0;HOE642;Temozolomide;NA;NA;IP;IP;NA;NA;1
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;5;8;0;8c;;;;21;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;BE0146;NA;NA;NA;IP;NA;NA;NA;1
Guan_2018;SyMM;SB28GFP;Glioblastoma;OT;0,05;ND;YOUNG;1;C57BL/6J;WT;OTHER;40;7;2;0;8c;;;;33;;;;antiPD1;NHE1i;Temozolomide;NA;6;0;0;0;Q2Dx3;Q1Dx5;Q1Dx5;NA;10;0,5;2,5;0;BE0146;HOE642;Temozolomide;NA;IP;IP;IP;NA;1
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;8;7;0;1c;;;;13;0,5;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;14;7;0;1c;;;;20;;;;BRAFi;NA;NA;NA;0;0;0;0;Q1Dx7;NA;NA;NA;418;0;0;0;PLX4720;NA;NA;NA;OR;NA;NA;NA;1
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;8;8;0;1c;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;332.8H3;NA;NA;NA;IP;NA;NA;NA;0
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;8;8;0;1c;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;10F.9G2;NA;NA;NA;IP;NA;NA;NA;0
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;20;7;0;1c;;;;28;2,5;;;antiPD1;BRAFi;NA;NA;1;0;0;0;Q2Dx3;Q1Dx7;NA;NA;10;418;0;0;332.8H3;PLX4720;NA;NA;IP;OR;NA;NA;1
Gunda_2018;SyMM;TBP3743;Thyroid cancer;OT;0,1;ND;YOUNG;1;B6129SF1/J;WT;OTHER;34;20;7;0;1c;;;;28;0,9;;;antiPDL1;BRAFi;NA;NA;1;0;0;0;Q2Dx3;Q1Dx7;NA;NA;10;418;0;0;10F.9G2;PLX4720;NA;NA;IP;OR;NA;NA;1
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;5;3;0;1a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;5;3;0;1a;;;;;;;;antiTIM3;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;12,5;0;0;0;RMT3-23;NA;NA;NA;;NA;NA;NA;1
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;5;3;0;1a;;;;;;;;anti41BB;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;12,5;0;0;0;lob12.3;NA;NA;NA;;NA;NA;NA;1
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;5;3;0;1a;;;;;;;;anti41BB;antiTIM3;NA;NA;0;0;0;0;Q4Dx3;Q4Dx3;NA;NA;12,5;12,5;0;0;lob12.3;RMT3-23;NA;NA;;;NA;NA;1
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1b;;;;;;;;antiTIM3;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;12,5;0;0;0;RMT3-23;NA;NA;NA;;NA;NA;NA;0
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1b;;;;;;;;anti41BB;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;12,5;0;0;0;lob12.3;NA;NA;NA;;NA;NA;NA;0
Guo_2013;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1b;;;;;;;;anti41BB;antiTIM3;NA;NA;0;0;0;0;Q4Dx3;Q4Dx3;NA;NA;12,5;12,5;0;0;lob12.3;RMT3-23;NA;NA;;;NA;NA;1
Guo_2014;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1a;;;;;;30;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guo_2014;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1a;;;;;;34;;antiPD1;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;10;0;0;0;RMT3-23;NA;NA;NA;IP;NA;NA;NA;ND
Guo_2014;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1a;;;;;;34;;antiOX40;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;10;0;0;0;OX-86;NA;NA;NA;IP;NA;NA;NA;ND
Guo_2014;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;10;10;0;1a;;;;;;75,75;;antiOX40;antiPD1;NA;NA;0;0;0;0;Q4Dx3;Q4Dx3;NA;NA;10;10;0;0;OX-86;RMT3-23;NA;NA;IP;IP;NA;NA;1
Guo_2015;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;6;13;0;1b;;;;33;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guo_2015;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;6;13;0;1b;;;;34;;;;antiPD1;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;10;0;0;0;RMT3-23;NA;NA;NA;IP;NA;NA;NA;0
Guo_2015;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;6;10;0;1b;;;;37;;;;Trabectedin;NA;NA;NA;0;0;0;0;Q7Dx3;NA;NA;NA;0,2;0;0;0;ET-743;NA;NA;NA;IV;NA;NA;NA;0
Guo_2015;SyMM;ID8;Ovarian Cancer;IP;1;ND;YOUNG;1;C57BL/6;WT;Metastasis;90;6;10;0;1b;;;;89;;;;antiPD1;Trabectedin;NA;NA;3;0;0;0;Q4Dx4;Q7Dx3;NA;NA;10;0,2;0;0;RMT3-23;ET-743;NA;NA;IP;IV;NA;NA;1
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;8;7;0;8b;;;;;;;;RT;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;11;0;0;0;ND;NA;NA;NA;TBI;NA;NA;NA;0
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;8;7;0;8b;;;;;;;;antiPDL1;RT;NA;NA;4;0;0;0;Q2Dx2;SD;NA;NA;10;11;0;0;10F.9G2;ND;NA;NA;IP;TBI;NA;NA;0
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;10;7;0;8b;;;;;;;;EVV;RT;NA;NA;4;0;0;0;SD;SD;NA;NA;2;11;0;0;irr5T33;ND;NA;NA;SC;TBI;NA;NA;0
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;11;7;0;8b;;;;;;;;antiPDL1;EVV;RT;NA;4;4;0;0;Q2Dx2;SD;NA;NA;10;2;11;0;10F.9G2;EVV;ND;NA;IP;SC;TBI;NA;1
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;10;7;0;8b;;;;;;;;CD80CD137LVacc;RT;NA;NA;4;0;0;0;SD;SD;NA;NA;2;11;0;0;irr5733-CD80/137L;ND;NA;NA;SC;TBI;NA;NA;0
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;100;12;7;0;8b;;;;;;;;antiPDL1;CD80CD137LVacc;RT;NA;4;4;0;0;Q2Dx2;SD;SD;NA;10;2;11;0;10F.9G2;irr5733-CD80/137L;ND;NA;IP;SC;TBI;NA;1
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;60;12;7;0;8d;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Hallett_2011;SyMM;5T33;Multiple myeloma;IV;2;ND;ND;ND;C57BL/KaLwRij;WT;Moribund;60;9;11;0;8d;;;;;;;;antiPDL1;CD80CD137LVacc;NA;NA;0;0;0;0;Q2Dx2;SD;NA;NA;10;2;0;0;10F.9G2;irr5733-CD80/137L;NA;NA;IP;SC;NA;NA;0
Hartley_2018;SyMM;B16F10;Melanoma;SC;0,1;ND;ND;ND;C57BL/6;WT;>15mm;70;15;7;0;7b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Hartley_2018;SyMM;B16F10;Melanoma;SC;0,1;ND;ND;ND;C57BL/6;WT;>15mm;70;15;7;0;7b;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;12,5;0;0;0;BE0146;NA;NA;NA;IP;NA;NA;NA;1
Hartley_2018;SyMM;B16F10;Melanoma;SC;0,1;ND;ND;ND;C57BL/6;WT;>15mm;70;15;7;0;7b;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;12,5;0;0;0;BE0101;NA;NA;NA;IP;NA;NA;NA;1
Hartley_2018;SyMM;B16F10;Melanoma;SC;0,1;ND;ND;ND;C57BL/6;WT;>15mm;70;15;7;0;7b;;;;;;;;antiPD1;antiPDL1;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;12,5;12,5;0;0;BE0146;BE0101;NA;NA;IP;IP;NA;NA;1
He_2017;SyMM;K7M2;Osteosarcoma;OT;1;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
He_2017;SyMM;K7M2;Osteosarcoma;OT;1;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1a;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q2Dx12;NA;NA;NA;10;0;0;0;BE0101;NA;NA;NA;IP;NA;NA;NA;1
He_2017;SyMM;K7M2;Osteosarcoma;OT;1;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1a;;;;;;;;Larg;NA;NA;NA;0;0;0;0;Q1Dx21;NA;NA;NA;2000;0;0;0;L-arginine;NA;NA;NA;OR;NA;NA;NA;0
He_2017;SyMM;K7M2;Osteosarcoma;OT;1;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1a;;;;;;;;antiPDL1;Larg;NA;NA;0;0;0;0;Q2Dx12;Q1Dx21;NA;NA;10;2000;0;0;BE0101;L-arginine;NA;NA;IP;OR;NA;NA;1
He_2017;SyMM;K7M2;Osteosarcoma;IV;5;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
He_2017;SyMM;K7M2;Osteosarcoma;IV;5;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1b;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q2Dx6;NA;NA;NA;10;0;0;0;BE0101;NA;NA;NA;IP;NA;NA;NA;1
He_2017;SyMM;K7M2;Osteosarcoma;IV;5;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1b;;;;;;;;Larg;NA;NA;NA;0;0;0;0;Q1Dx14;NA;NA;NA;2000;0;0;0;L-arginine;NA;NA;NA;OR;NA;NA;NA;0
He_2017;SyMM;K7M2;Osteosarcoma;IV;5;ND;YOUNG;1;BALB/c;WT;ND;100;10;7;0;1b;;;;;;;;antiPDL1;Larg;NA;NA;0;0;0;0;Q2Dx6;Q1Dx14;NA;NA;10;2000;0;0;BE0101;L-arginine;NA;NA;IP;OR;NA;NA;1
Hebb_2017;SyMM;A20;Diffuse large B-cell lymphoma;SC;10;0,343;YOUNG;1;C57BL/6;WT;;20;7;8;0;1g;;;;;;;;anti41BB;antiCTLA4;antiOX40;NA;0;0;0;0;Q3Dx6;Q3Dx6;Q3Dx6;NA;1,5;1,5;1,5;0;LOB12.3;9H10;OX-86;NA;IT;IT;IT;NA;1
Hebb_2017;SyMM;A20;Diffuse large B-cell lymphoma;SC;10;0,343;YOUNG;1;C57BL/6;WT;>2,8;20;7;8;0;1g;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Hebb_2017;SyMM;MC38;Colon cancer;SC;1;0,343;YOUNG;1;C57BL/6;WT;;60;10;8;0;1f;;;;;;;;anti41BB;antiCTLA4;antiOX40;NA;0;0;0;0;Q3Dx6;Q3Dx6;Q3Dx6;NA;1,5;1,5;1,5;0;LOB12.3;9H10;OX-86;NA;IT;IT;IT;NA;1
Hebb_2017;SyMM;MC38;Colon cancer;SC;1;0,343;YOUNG;1;C57BL/6;WT;>2,8;60;10;8;0;1f;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;10;7;0;1d;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;10;7;0;1d;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;8;0;0;1g;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;8;0;0;1g;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;7;7;0;1h;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;50;7;7;0;1h;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;0
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;0;C57BL/6;WT;>20mm;90;8;4;0;2ci;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;0;C57BL/6;WT;>20mm;90;8;4;0;2ci;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;1;C57BL/6;WT;>20mm;90;8;4;0;2cii;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;1;C57BL/6;WT;>20mm;90;8;4;0;2cii;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx6;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;10;12;0;7a;;;;42,5;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;10;12;0;7a;;;;53;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx10;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;10;12;0;7b;;;;42;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;10;12;0;7b;;;;44;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx10;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;0
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;8;7;0;8f;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;8;7;0;8f;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx10;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;6;7;0;8f;;;;;;;;antiCXCR2;NA;NA;NA;0;0;0;0;Q4Dx2;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0
Highfill_2014;SyMM;M39M;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;100;6;7;0;8f;;;;;;;;antiCXCR2;antiPD1;NA;NA;0;0;0;0;Q4Dx2;Q3Dx10;NA;NA;10;0;0;0;MAB2164;RMP1-14;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;8;7;0;SFig10b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;8;7;0;SFig10b;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx10;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;6;7;0;SFig10b;;;;;;;;antiCXCR2;NA;NA;NA;0;0;0;0;Q4Dx2;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0
Highfill_2014;SyMM;769;Rhabdomyosarcoma;OT;1;ND;ND;2;C57BL/6;WT;>20mm;80;6;7;0;SFig10b;;;;;;;;antiCXCR2;antiPD1;NA;NA;0;0;0;0;Q4Dx2;Q3Dx10;NA;NA;10;0;0;0;MAB2164;RMP1-14;NA;NA;IP;NA;NA;NA;1
Holmgaard_2013;SyMM;4T1;Breast cancer;ID;0,5;ND;YOUNG;ND;BALB/c;WT;>3;50;10;3;0;8b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;IgG;;;NA;IP;;;NA;NA
Holmgaard_2013;SyMM;4T1;Breast cancer;ID;0,5;ND;YOUNG;ND;BALB/c;WT;>3;50;10;6;0;8b;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;9H10;;;NA;IP;;;NA;0
Holmgaard_2013;SyMM;4T1;Breast cancer;ID;0,5;ND;YOUNG;ND;BALB/c;WT;>3;50;10;7;0;8b;;;;;;;;IDOi;NA;NA;NA;0;0;0;0;Q3Dx7;NA;NA;NA;800;0;0;0;D-1MT;;;NA;OR;;;NA;0
Holmgaard_2013;SyMM;4T1;Breast cancer;ID;0,5;ND;YOUNG;ND;BALB/c;WT;>3;50;10;6;0;8b;;;;;;;;antiCTLA4;IDOi;NA;NA;0;1;0;0;Q3Dx3;Q3Dx7;NA;NA;10;800;0;0;9H10;D-1MT;;NA;IP;OR;;NA;1
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4ei;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;9H10;;;NA;IP;;;NA;ND
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;7;0;4ei;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;IgG;;;NA;IP;;;NA;NA
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4eii;;;;;;;;GVAX;IDOi;NA;NA;0;4;0;0;SD;Q3Dx7;NA;NA;1;800;0;0;GVAX;D-1MT;;NA;SC;OR;;NA;ND
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4ei;;;;;;;;GVAX;IDOi;NA;NA;0;4;0;0;SD;Q3Dx7;NA;NA;1;800;0;0;GVAX;L-1MT;;NA;SC;OR;;NA;ND
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4eii;;;;;;;;antiCTLA4;GVAX;IDOi;NA;0;0;4;0;Q3Dx3;SD;Q3Dx7;NA;10;1;800;0;9H10;GVAX;D-1MT;NA;IP;SC;OR;NA;1
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4ei;;;;;;;;antiCTLA4;GVAX;IDOi;NA;0;0;4;0;Q3Dx3;SD;Q3Dx7;NA;10;1;800;0;9H10;GVAX;L-1MT;NA;IP;SC;OR;NA;ND
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4ei;;;;;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;Q3Dx3;SD;NA;NA;10;1;0;0;9H10;GVAX;;NA;IP;SC;;NA;ND
Holmgaard_2013;SyMM;B16BL6;Melanoma;ID;0,05;ND;YOUNG;ND;C57BL/6;WT;>3;80;10;3;0;4ei;;;;;;;;antiCTLA4;IDOi;NA;NA;0;4;0;0;Q3Dx3;Q3Dx7;NA;NA;10;800;0;0;9H10;L-1MT;;NA;IP;OR;;NA;ND
